journal,year,edition,referenced num this year,published num in the first 6 months,published num this year,num of paper,num of self_scitation in the first 6 months,num of self_scitation,num of reference this year,review doctype num,something,num authors
AGR SYST,2013,WOS.SCI,795,49,85,85,55,94,980,2,192,342
NOVA HEDWIGIA,2008,WOS.SCI,0,0,7,7,0,0,9,1,0,19
NOVA HEDWIGIA,2009,WOS.SCI,11,14,30,30,1,2,60,3,3,77
NOVA HEDWIGIA,2010,WOS.SCI,47,59,70,70,4,5,176,0,17,182
NOVA HEDWIGIA,2011,WOS.SCI,71,28,74,74,4,14,345,0,20,237
NOVA HEDWIGIA,2012,WOS.SCI,151,56,69,69,17,20,334,0,51,213
NOVA HEDWIGIA,2013,WOS.SCI,260,76,76,76,38,38,417,1,80,203
PERMAFROST PERIGLAC,2008,WOS.SCI,5,4,8,8,0,3,14,3,0,23
PERMAFROST PERIGLAC,2009,WOS.SCI,28,13,20,20,12,14,57,0,9,63
PERMAFROST PERIGLAC,2010,WOS.SCI,88,16,29,29,13,31,136,0,26,127
PERMAFROST PERIGLAC,2011,WOS.SCI,179,12,25,25,10,43,154,0,59,86
PERMAFROST PERIGLAC,2012,WOS.SCI,294,15,31,31,17,31,251,1,100,129
PERMAFROST PERIGLAC,2013,WOS.SCI,417,13,30,30,57,77,433,1,75,95
J OCCUP HEALTH PSYCH,2008,WOS.SSCI,0,1,1,1,0,0,1,0,0,3
J OCCUP HEALTH PSYCH,2009,WOS.SSCI,7,7,20,20,0,0,40,0,0,70
J OCCUP HEALTH PSYCH,2010,WOS.SSCI,38,14,37,37,1,7,143,0,8,109
J OCCUP HEALTH PSYCH,2011,WOS.SSCI,116,16,31,31,8,13,262,0,69,101
J OCCUP HEALTH PSYCH,2012,WOS.SSCI,268,22,42,42,18,38,498,0,99,128
J OCCUP HEALTH PSYCH,2013,WOS.SSCI,361,20,43,43,12,35,620,0,93,141
PHI DELTA KAPPAN,2008,WOS.SSCI,0,1,2,2,0,0,2,0,0,2
PHI DELTA KAPPAN,2009,WOS.SSCI,1,10,18,18,0,0,21,0,0,25
PHI DELTA KAPPAN,2010,WOS.SSCI,4,15,25,25,0,1,39,0,0,37
PHI DELTA KAPPAN,2011,WOS.SSCI,9,7,21,21,0,1,28,0,6,30
PHI DELTA KAPPAN,2012,WOS.SSCI,23,18,34,34,2,2,63,0,6,51
PHI DELTA KAPPAN,2013,WOS.SSCI,20,13,30,30,1,2,60,0,6,56
OPHTHALMOLOGE,2008,WOS.SCI,13,8,34,34,0,10,92,1,0,85
OPHTHALMOLOGE,2009,WOS.SCI,36,31,77,77,6,8,290,3,10,212
OPHTHALMOLOGE,2010,WOS.SCI,85,69,135,135,18,22,591,2,35,336
OPHTHALMOLOGE,2011,WOS.SCI,159,63,135,135,11,31,746,3,56,354
OPHTHALMOLOGE,2012,WOS.SCI,244,70,144,144,22,51,1023,2,71,363
OPHTHALMOLOGE,2013,WOS.SCI,357,72,142,142,34,90,1217,4,94,403
OPHTHALMOLOGY,2008,WOS.SCI,22,7,98,98,1,8,146,1,0,398
OPHTHALMOLOGY,2009,WOS.SCI,453,145,347,347,37,98,950,3,128,1384
OPHTHALMOLOGY,2010,WOS.SCI,1658,217,422,422,110,227,1694,6,650,1878
OPHTHALMOLOGY,2011,WOS.SCI,3719,241,496,496,203,501,2630,7,1409,2090
OPHTHALMOLOGY,2012,WOS.SCI,5577,254,525,525,253,608,3405,5,1653,2309
OPHTHALMOLOGY,2013,WOS.SCI,8097,271,539,539,348,769,4451,3,1881,2296
CYBERPSYCHOL BEHAV,2008,WOS.SSCI,0,1,4,4,0,0,5,0,0,9
CYBERPSYCHOL BEHAV,2009,WOS.SSCI,7,16,60,60,0,2,108,0,0,207
CYBERPSYCHOL BEHAV,2010,,66,0,0,0,0,0,0,0,29,0
CYBERPSYCHOL BEHAV,2011,,163,0,0,0,0,0,0,0,77,0
CYBERPSYCHOL BEHAV,2012,,209,0,0,0,0,0,0,0,0,0
CYBERPSYCHOL BEHAV,2013,,241,0,0,0,0,0,0,0,0,0
CHEM ENG PROG,2008,WOS.SCI,1,1,10,10,0,1,14,0,0,14
CHEM ENG PROG,2009,WOS.SCI,8,10,16,16,2,3,39,0,3,32
CHEM ENG PROG,2010,WOS.SCI,15,12,21,21,3,6,51,0,6,38
CHEM ENG PROG,2011,WOS.SCI,33,13,23,23,4,9,63,0,9,47
CHEM ENG PROG,2012,WOS.SCI,61,18,35,35,6,13,113,0,19,68
CHEM ENG PROG,2013,WOS.SCI,55,16,28,28,4,8,68,0,15,54
MOL PLANT PATHOL,2008,WOS.SCI,2,0,19,19,0,0,34,2,0,87
MOL PLANT PATHOL,2009,WOS.SCI,86,29,62,62,1,4,429,17,18,311
MOL PLANT PATHOL,2010,WOS.SCI,274,36,66,66,7,12,607,11,113,327
MOL PLANT PATHOL,2011,WOS.SCI,622,42,77,77,22,45,955,10,259,403
MOL PLANT PATHOL,2012,WOS.SCI,1002,43,96,96,38,86,1719,11,268,547
MOL PLANT PATHOL,2013,WOS.SCI,1456,42,78,78,36,76,1791,13,374,408
ARCH MAL PROF ENVIRO,2008,WOS.SCI,0,2,4,4,0,0,4,0,0,16
ARCH MAL PROF ENVIRO,2009,WOS.SCI,1,3,12,12,0,1,17,2,0,60
ARCH MAL PROF ENVIRO,2010,WOS.SCI,5,20,35,35,1,5,84,1,1,114
ARCH MAL PROF ENVIRO,2011,WOS.SCI,12,20,39,39,1,6,110,0,2,148
ARCH MAL PROF ENVIRO,2012,WOS.SCI,13,35,52,52,2,7,166,2,4,157
ARCH MAL PROF ENVIRO,2013,WOS.SCI,12,20,25,25,4,4,122,1,3,79
J BIOINFORM COMPUT B,2008,,0,0,0,0,0,0,0,0,0,0
J BIOINFORM COMPUT B,2009,,0,0,0,0,0,0,0,0,0,0
J BIOINFORM COMPUT B,2010,WOS.SCI,9,0,10,10,0,9,67,0,0,49
J BIOINFORM COMPUT B,2011,WOS.SCI,46,22,43,43,13,26,359,0,6,156
J BIOINFORM COMPUT B,2012,,34,0,0,0,0,0,0,0,13,0
J BIOINFORM COMPUT B,2013,,42,0,0,0,0,0,0,0,21,0
PESQUI VET BRASIL,2008,,0,0,0,0,0,0,0,0,0,0
PESQUI VET BRASIL,2009,WOS.SCI,0,2,5,5,0,0,7,0,0,33
PESQUI VET BRASIL,2010,WOS.SCI,0,1,3,3,0,0,10,0,0,21
PESQUI VET BRASIL,2011,,3,0,0,0,0,0,0,0,0,0
PESQUI VET BRASIL,2012,WOS.SCI,8,1,2,2,0,0,4,0,0,8
PESQUI VET BRASIL,2013,WOS.SCI,4,4,81,81,0,0,568,0,0,485
J PSYCHIATR RES,2008,WOS.SCI,1,9,17,17,0,0,28,1,0,116
J PSYCHIATR RES,2009,WOS.SCI,106,45,93,93,0,4,307,8,19,591
J PSYCHIATR RES,2010,WOS.SCI,430,73,167,167,5,20,1092,5,148,1069
J PSYCHIATR RES,2011,WOS.SCI,1215,116,232,232,26,60,2281,6,507,1339
J PSYCHIATR RES,2012,WOS.SCI,2214,122,241,241,57,108,3216,5,759,1458
J PSYCHIATR RES,2013,WOS.SCI,3296,119,280,280,50,136,4760,17,861,1748
NEW GENERAT COMPUT,2008,WOS.SCI,0,1,4,4,0,0,6,0,0,11
NEW GENERAT COMPUT,2009,WOS.SCI,1,4,7,7,0,0,15,0,0,20
NEW GENERAT COMPUT,2010,WOS.SCI,5,7,9,9,0,0,15,0,2,37
NEW GENERAT COMPUT,2011,WOS.SCI,19,11,14,14,0,0,37,0,10,33
NEW GENERAT COMPUT,2012,WOS.SCI,25,9,11,11,0,0,50,0,2,26
NEW GENERAT COMPUT,2013,WOS.SCI,52,5,11,11,1,1,78,1,8,36
MED EDUC ONLINE,2008,,0,0,0,0,0,0,0,0,0,0
MED EDUC ONLINE,2009,,0,0,0,0,0,0,0,0,0,0
MED EDUC ONLINE,2010,WOS.SSCI,0,16,16,16,0,0,71,0,0,54
MED EDUC ONLINE,2011,WOS.SSCI,10,16,16,16,0,0,63,0,4,94
MED EDUC ONLINE,2012,WOS.SSCI,33,24,24,24,0,0,141,1,10,99
MED EDUC ONLINE,2013,WOS.SSCI,35,39,39,39,1,1,232,1,12,154
BIOCHEM ENG J,2008,WOS.SCI,14,10,44,44,0,1,62,0,0,173
BIOCHEM ENG J,2009,WOS.SCI,148,54,138,138,1,13,471,10,40,549
BIOCHEM ENG J,2010,WOS.SCI,611,93,188,188,22,51,1134,17,267,757
BIOCHEM ENG J,2011,WOS.SCI,1093,59,143,143,21,42,990,1,437,637
BIOCHEM ENG J,2012,WOS.SCI,1567,93,191,191,50,130,1997,9,424,789
BIOCHEM ENG J,2013,WOS.SCI,2199,104,247,247,83,196,3152,5,383,1084
EUR J APPL PHYSIOL,2008,WOS.SCI,12,7,53,53,0,2,69,0,0,250
EUR J APPL PHYSIOL,2009,WOS.SCI,139,119,232,232,8,24,588,4,33,1067
EUR J APPL PHYSIOL,2010,WOS.SCI,653,181,389,389,33,113,2069,12,245,1688
EUR J APPL PHYSIOL,2011,WOS.SCI,1474,130,330,330,67,184,2170,13,601,1452
EUR J APPL PHYSIOL,2012,WOS.SCI,2595,245,439,439,196,366,3546,4,917,1957
EUR J APPL PHYSIOL,2013,WOS.SCI,3551,169,309,309,157,301,3402,13,739,1486
INTERVIROLOGY,2008,WOS.SCI,4,17,17,17,1,1,29,1,0,105
INTERVIROLOGY,2009,WOS.SCI,19,30,30,30,1,1,91,1,3,194
INTERVIROLOGY,2010,WOS.SCI,110,51,51,51,15,15,334,5,26,268
INTERVIROLOGY,2011,WOS.SCI,225,43,43,43,2,2,235,1,107,276
INTERVIROLOGY,2012,WOS.SCI,321,64,64,64,19,19,602,1,95,370
INTERVIROLOGY,2013,WOS.SCI,470,56,56,56,55,55,1069,3,91,302
REV PALAEOBOT PALYNO,2008,WOS.SCI,0,1,6,6,0,0,12,0,0,20
REV PALAEOBOT PALYNO,2009,WOS.SCI,40,19,62,62,2,12,182,9,3,223
REV PALAEOBOT PALYNO,2010,WOS.SCI,176,45,99,99,14,33,473,3,69,315
REV PALAEOBOT PALYNO,2011,WOS.SCI,284,40,83,83,25,49,517,1,147,265
REV PALAEOBOT PALYNO,2012,WOS.SCI,575,65,120,120,64,142,1140,3,164,401
REV PALAEOBOT PALYNO,2013,WOS.SCI,819,36,78,78,39,77,830,3,181,300
KEW BULL,2008,,0,0,0,0,0,0,0,0,0,0
KEW BULL,2009,,0,0,0,0,0,0,0,0,0,0
KEW BULL,2010,,0,0,0,0,0,0,0,0,0,0
KEW BULL,2011,,0,0,0,0,0,0,0,0,0,0
KEW BULL,2012,,0,0,0,0,0,0,0,0,0,0
KEW BULL,2013,WOS.SCI,6,22,37,37,0,2,82,0,0,86
J CHEM EDUC,2008,WOS.SCI,11,13,36,36,6,11,46,0,0,32
J CHEM EDUC,2009,WOS.SCI,31,40,109,109,8,24,159,0,4,206
J CHEM EDUC,2010,WOS.SCI,68,77,177,177,22,44,370,0,11,404
J CHEM EDUC,2011,WOS.SCI,203,140,271,271,45,110,828,0,73,677
J CHEM EDUC,2012,WOS.SCI,432,157,294,294,100,226,1029,0,165,740
J CHEM EDUC,2013,WOS.SCI,724,137,305,305,155,388,1386,2,209,793
ACTA SCI POL-HORTORU,2008,WOS.SCI,0,1,1,1,0,0,1,0,0,1
ACTA SCI POL-HORTORU,2009,WOS.SCI,1,15,15,15,1,1,26,0,0,17
ACTA SCI POL-HORTORU,2010,WOS.SCI,11,38,38,38,8,8,91,0,6,80
ACTA SCI POL-HORTORU,2011,WOS.SCI,53,62,62,62,45,45,213,0,42,116
ACTA SCI POL-HORTORU,2012,WOS.SCI,102,95,95,95,59,59,379,0,61,202
ACTA SCI POL-HORTORU,2013,WOS.SCI,126,77,77,77,62,62,435,0,68,184
BEHAV CHANGE,2008,WOS.SSCI,0,2,2,2,0,0,2,0,0,7
BEHAV CHANGE,2009,WOS.SSCI,5,10,10,10,3,3,31,0,1,32
BEHAV CHANGE,2010,WOS.SSCI,2,15,15,15,0,0,54,0,0,39
BEHAV CHANGE,2011,WOS.SSCI,9,14,14,14,0,0,63,0,1,41
BEHAV CHANGE,2012,WOS.SSCI,28,7,16,16,3,3,102,0,6,53
BEHAV CHANGE,2013,WOS.SSCI,34,10,20,20,2,3,162,2,3,64
J THERM ANAL CALORIM,2008,WOS.SCI,12,19,88,88,0,9,134,1,0,297
J THERM ANAL CALORIM,2009,WOS.SCI,188,158,363,363,69,115,950,0,67,1234
J THERM ANAL CALORIM,2010,WOS.SCI,813,251,541,541,144,422,2179,0,278,1753
J THERM ANAL CALORIM,2011,WOS.SCI,1674,289,536,536,408,799,3002,2,732,1905
J THERM ANAL CALORIM,2012,WOS.SCI,3076,334,717,717,745,1663,5169,1,928,2291
J THERM ANAL CALORIM,2013,WOS.SCI,4459,472,822,822,1315,2159,7204,0,1236,2775
PENSEE,2008,,0,0,0,0,0,0,0,0,0,0
PENSEE,2009,WOS.SSCI,0,1,2,2,0,0,2,0,0,3
PENSEE,2010,WOS.SSCI,1,0,2,2,0,1,3,0,0,3
PENSEE,2011,WOS.SSCI,0,1,2,2,0,0,2,0,0,2
PENSEE,2012,,0,0,0,0,0,0,0,0,0,0
PENSEE,2013,,0,0,0,0,0,0,0,0,0,0
J BURN CARE RES,2008,WOS.SCI,0,3,16,16,0,0,24,1,0,64
J BURN CARE RES,2009,WOS.SCI,33,32,79,79,1,7,187,6,5,335
J BURN CARE RES,2010,WOS.SCI,155,58,103,103,16,30,464,10,61,431
J BURN CARE RES,2011,WOS.SCI,301,71,104,104,24,43,492,3,106,451
J BURN CARE RES,2012,WOS.SCI,490,81,146,146,55,113,995,4,119,615
J BURN CARE RES,2013,WOS.SCI,691,76,145,145,82,152,1104,3,160,663
MYCOTAXON,2008,WOS.SCI,5,4,24,24,0,1,33,1,0,66
MYCOTAXON,2009,WOS.SCI,38,34,96,96,6,20,170,1,12,217
MYCOTAXON,2010,WOS.SCI,171,68,140,140,39,88,399,0,77,343
MYCOTAXON,2011,WOS.SCI,333,77,152,152,66,160,583,0,114,386
MYCOTAXON,2012,WOS.SCI,483,90,170,170,102,202,776,0,139,416
MYCOTAXON,2013,WOS.SCI,468,83,128,128,70,139,593,0,121,354
HYPERTENSION,2008,WOS.SCI,161,96,259,259,24,89,528,17,0,1006
HYPERTENSION,2009,WOS.SCI,1020,198,441,441,99,262,1716,13,273,2137
HYPERTENSION,2010,WOS.SCI,3074,249,473,473,211,495,2961,13,1264,2276
HYPERTENSION,2011,WOS.SCI,5134,205,415,415,264,535,3465,14,1980,2169
HYPERTENSION,2012,WOS.SCI,7472,239,502,502,332,738,5221,21,2080,2681
HYPERTENSION,2013,WOS.SCI,10253,251,471,471,501,1052,5653,13,2283,2660
J SOC LEATH TECH CH,2008,WOS.SCI,0,2,5,5,0,0,5,0,0,29
J SOC LEATH TECH CH,2009,WOS.SCI,2,4,12,12,0,2,24,1,0,42
J SOC LEATH TECH CH,2010,WOS.SCI,23,10,22,22,8,13,62,0,9,84
J SOC LEATH TECH CH,2011,WOS.SCI,18,12,20,20,6,8,56,0,6,67
J SOC LEATH TECH CH,2012,WOS.SCI,24,13,26,26,3,9,67,0,9,94
J SOC LEATH TECH CH,2013,WOS.SCI,18,15,29,29,5,8,122,1,11,91
HEM IND,2008,WOS.SCI,0,2,6,6,0,0,13,0,0,23
HEM IND,2009,WOS.SCI,1,14,39,39,0,0,108,10,0,141
HEM IND,2010,WOS.SCI,14,21,44,44,3,8,199,2,4,164
HEM IND,2011,WOS.SCI,30,31,67,67,5,8,312,1,12,290
HEM IND,2012,WOS.SCI,70,42,86,86,12,25,478,3,23,380
HEM IND,2013,WOS.SCI,121,45,88,88,19,38,683,1,44,389
WILDLIFE RES,2008,WOS.SCI,30,37,37,37,24,24,81,4,0,109
WILDLIFE RES,2009,WOS.SCI,54,56,56,56,30,30,188,4,27,202
WILDLIFE RES,2010,WOS.SCI,126,75,75,75,40,40,415,10,71,256
WILDLIFE RES,2011,WOS.SCI,251,76,76,76,51,51,527,2,96,283
WILDLIFE RES,2012,WOS.SCI,372,81,81,81,50,50,745,5,125,297
WILDLIFE RES,2013,WOS.SCI,510,75,75,75,45,45,783,3,90,286
PEDIATR INFECT DIS J,2008,WOS.SCI,3,4,45,45,0,1,88,0,0,167
PEDIATR INFECT DIS J,2009,WOS.SCI,240,100,228,228,15,28,601,2,35,1202
PEDIATR INFECT DIS J,2010,WOS.SCI,877,159,314,314,38,86,1190,6,356,1847
PEDIATR INFECT DIS J,2011,WOS.SCI,2004,183,367,367,98,214,2269,7,749,2185
PEDIATR INFECT DIS J,2012,WOS.SCI,3133,195,405,405,152,303,2947,11,1005,2323
PEDIATR INFECT DIS J,2013,WOS.SCI,3884,218,433,433,238,444,4348,15,987,2640
ASIA-PAC J PUBLIC HE,2008,WOS.SCI,0,0,2,2,0,0,6,1,0,4
ASIA-PAC J PUBLIC HE,2009,WOS.SCI,5,6,12,12,1,1,26,0,1,39
ASIA-PAC J PUBLIC HE,2010,WOS.SCI,14,15,60,60,0,4,156,4,1,178
ASIA-PAC J PUBLIC HE,2011,WOS.SCI,99,45,87,87,32,40,446,6,34,336
ASIA-PAC J PUBLIC HE,2012,WOS.SCI,152,44,86,86,10,36,394,6,58,347
ASIA-PAC J PUBLIC HE,2013,WOS.SCI,243,25,64,64,17,43,490,6,57,238
FINANC UVER,2008,WOS.SSCI,0,7,7,7,0,0,11,0,0,9
FINANC UVER,2009,WOS.SSCI,4,12,12,12,4,4,29,0,2,22
FINANC UVER,2010,WOS.SSCI,4,18,18,18,1,1,45,0,2,38
FINANC UVER,2011,WOS.SSCI,12,24,24,24,4,4,56,0,3,49
FINANC UVER,2012,WOS.SSCI,28,22,22,22,10,10,111,0,14,48
FINANC UVER,2013,WOS.SSCI,38,22,22,22,8,8,142,0,12,46
COMPUT MATH APPL,2008,WOS.SCI,7,3,68,68,0,3,123,0,0,155
COMPUT MATH APPL,2009,WOS.SCI,154,74,238,238,3,20,625,0,32,501
COMPUT MATH APPL,2010,WOS.SCI,806,286,527,527,101,204,2171,0,306,1130
COMPUT MATH APPL,2011,WOS.SCI,2022,358,780,780,217,579,4585,0,823,1650
COMPUT MATH APPL,2012,WOS.SCI,3832,135,452,452,114,414,2945,0,1873,1091
COMPUT MATH APPL,2013,WOS.SCI,4801,113,310,310,59,125,2110,0,1608,796
NUTR CANCER,2008,WOS.SCI,2,14,17,17,0,0,35,0,0,83
NUTR CANCER,2009,WOS.SCI,49,63,63,63,2,2,170,4,6,314
NUTR CANCER,2010,WOS.SCI,230,112,112,112,11,11,634,8,88,629
NUTR CANCER,2011,WOS.SCI,576,107,142,142,14,24,1277,9,227,851
NUTR CANCER,2012,WOS.SCI,1056,142,142,142,43,43,1646,5,349,865
NUTR CANCER,2013,WOS.SCI,1442,77,147,147,32,65,2049,4,364,896
ACTA PHYS SLOVACA,2008,WOS.SCI,0,5,5,5,0,0,16,3,0,10
ACTA PHYS SLOVACA,2009,WOS.SCI,17,6,6,6,0,0,130,3,7,7
ACTA PHYS SLOVACA,2010,WOS.SCI,39,5,5,5,0,0,83,0,17,10
ACTA PHYS SLOVACA,2011,WOS.SCI,49,5,5,5,0,0,189,0,14,11
ACTA PHYS SLOVACA,2012,WOS.SCI,64,4,4,4,0,0,81,0,8,4
ACTA PHYS SLOVACA,2013,WOS.SCI,64,4,4,4,0,0,105,0,5,8
REND LINCEI-MAT APPL,2008,WOS.SCI,0,6,6,6,0,0,9,0,0,12
REND LINCEI-MAT APPL,2009,WOS.SCI,2,15,15,15,0,0,33,0,1,24
REND LINCEI-MAT APPL,2010,WOS.SCI,23,9,9,9,0,0,17,0,12,15
REND LINCEI-MAT APPL,2011,WOS.SCI,20,22,22,22,1,1,65,0,5,47
REND LINCEI-MAT APPL,2012,WOS.SCI,29,20,20,20,3,3,74,0,4,38
REND LINCEI-MAT APPL,2013,WOS.SCI,46,17,17,17,1,1,64,0,25,43
J BIOINF COMPUT BIOL,2008,,0,0,0,0,0,0,0,0,0,0
J BIOINF COMPUT BIOL,2009,,0,0,0,0,0,0,0,0,0,0
J BIOINF COMPUT BIOL,2010,WOS.SCI,1,0,1,1,0,0,4,0,0,6
J BIOINF COMPUT BIOL,2011,WOS.SCI,11,2,11,11,0,2,57,0,1,32
J BIOINF COMPUT BIOL,2012,WOS.SCI,28,30,54,54,8,17,408,0,3,185
J BIOINF COMPUT BIOL,2013,WOS.SCI,90,33,64,64,25,32,648,5,17,225
EPIDEMIOL REV,2008,WOS.SCI,2,0,8,8,0,1,30,6,0,41
EPIDEMIOL REV,2009,WOS.SCI,67,0,11,11,0,10,173,7,16,31
EPIDEMIOL REV,2010,WOS.SCI,184,13,13,13,10,10,247,0,85,36
EPIDEMIOL REV,2011,WOS.SCI,398,0,13,13,0,11,405,0,87,38
EPIDEMIOL REV,2012,WOS.SCI,664,14,14,14,16,16,273,0,113,63
EPIDEMIOL REV,2013,WOS.SCI,763,14,14,14,12,12,521,0,90,50
IEEE WIREL COMMUN,2008,WOS.SCI,0,1,7,7,0,0,9,0,0,36
IEEE WIREL COMMUN,2009,WOS.SCI,1,3,13,13,0,0,26,0,0,45
IEEE WIREL COMMUN,2010,WOS.SCI,13,23,43,43,0,0,104,0,3,141
IEEE WIREL COMMUN,2011,WOS.SCI,111,18,42,42,0,4,120,0,41,165
IEEE WIREL COMMUN,2012,WOS.SCI,227,25,56,56,1,5,184,0,84,226
IEEE WIREL COMMUN,2013,WOS.SCI,506,40,83,83,10,28,369,0,149,314
AM J PERINAT,2008,WOS.SCI,2,3,10,10,0,0,11,0,0,39
AM J PERINAT,2009,WOS.SCI,14,26,56,56,0,0,104,5,4,234
AM J PERINAT,2010,WOS.SCI,88,52,87,87,2,3,270,4,32,422
AM J PERINAT,2011,WOS.SCI,238,65,108,108,13,15,454,6,83,512
AM J PERINAT,2012,WOS.SCI,442,66,115,115,4,30,739,7,154,581
AM J PERINAT,2013,WOS.SCI,620,71,124,124,13,26,1224,12,166,565
METHODS,2008,WOS.SCI,37,8,55,55,2,22,192,10,0,191
METHODS,2009,WOS.SCI,291,63,129,129,40,68,868,48,55,455
METHODS,2010,WOS.SCI,769,75,148,148,6,41,1128,74,304,527
METHODS,2011,WOS.SCI,1294,89,162,162,55,97,2105,58,437,634
METHODS,2012,WOS.SCI,1915,98,176,176,29,98,3104,45,528,677
METHODS,2013,WOS.SCI,2688,115,226,226,79,170,5705,21,451,976
J COMPET LAW ECON,2008,WOS.SSCI,0,1,2,2,0,0,2,0,0,5
J COMPET LAW ECON,2009,WOS.SSCI,6,3,9,9,0,1,23,0,2,11
J COMPET LAW ECON,2010,WOS.SSCI,24,6,19,19,3,8,38,1,11,29
J COMPET LAW ECON,2011,WOS.SSCI,31,13,23,23,6,12,72,0,15,41
J COMPET LAW ECON,2012,WOS.SSCI,59,12,31,31,8,21,128,0,22,52
J COMPET LAW ECON,2013,WOS.SSCI,76,16,30,30,10,37,168,0,14,45
BIOSCI J,2008,,0,0,0,0,0,0,0,0,0,0
BIOSCI J,2009,WOS.SCI,0,4,5,5,0,0,8,0,0,20
BIOSCI J,2010,WOS.SCI,1,9,22,22,0,0,41,2,0,123
BIOSCI J,2011,WOS.SCI,5,32,73,73,1,1,152,0,2,329
BIOSCI J,2012,WOS.SCI,23,62,116,116,2,4,411,1,12,513
BIOSCI J,2013,WOS.SCI,45,74,191,191,5,8,774,1,17,863
LYMPHOLOGY,2008,WOS.SCI,0,3,8,8,0,0,13,0,0,34
LYMPHOLOGY,2009,WOS.SCI,4,6,16,16,1,2,34,3,3,91
LYMPHOLOGY,2010,WOS.SCI,23,7,17,17,2,5,80,0,9,81
LYMPHOLOGY,2011,WOS.SCI,43,8,18,18,4,9,114,0,13,108
LYMPHOLOGY,2012,WOS.SCI,90,12,23,23,4,7,143,2,26,138
LYMPHOLOGY,2013,WOS.SCI,123,9,20,20,8,15,208,0,14,115
GRAVIT COSMOL-RUSSIA,2008,WOS.SCI,0,0,2,2,0,0,3,0,0,3
GRAVIT COSMOL-RUSSIA,2009,WOS.SCI,1,1,4,4,0,0,5,0,0,7
GRAVIT COSMOL-RUSSIA,2010,WOS.SCI,6,11,28,28,0,0,78,0,2,52
GRAVIT COSMOL-RUSSIA,2011,WOS.SCI,40,20,35,35,1,3,119,0,10,76
GRAVIT COSMOL-RUSSIA,2012,WOS.SCI,38,25,40,40,3,4,177,0,20,75
GRAVIT COSMOL-RUSSIA,2013,WOS.SCI,63,14,35,35,2,7,142,0,18,60
J PEDIATR ADOL GYNEC,2008,WOS.SCI,0,2,5,5,0,0,10,0,0,18
J PEDIATR ADOL GYNEC,2009,WOS.SCI,5,7,18,18,0,1,55,2,1,55
J PEDIATR ADOL GYNEC,2010,WOS.SCI,32,22,53,53,1,3,209,5,11,160
J PEDIATR ADOL GYNEC,2011,WOS.SCI,77,35,86,86,1,11,388,8,22,305
J PEDIATR ADOL GYNEC,2012,WOS.SCI,198,45,82,82,9,21,491,11,62,305
J PEDIATR ADOL GYNEC,2013,WOS.SCI,364,44,79,79,17,32,693,12,105,277
HUM ECOL RISK ASSESS,2008,WOS.SCI,0,4,4,4,0,0,5,1,0,14
HUM ECOL RISK ASSESS,2009,WOS.SCI,10,25,25,25,0,0,44,2,4,81
HUM ECOL RISK ASSESS,2010,WOS.SCI,51,55,55,55,9,9,260,2,20,172
HUM ECOL RISK ASSESS,2011,WOS.SCI,152,56,56,56,20,20,336,2,40,205
HUM ECOL RISK ASSESS,2012,WOS.SCI,197,64,64,64,29,29,483,2,74,205
HUM ECOL RISK ASSESS,2013,WOS.SCI,296,49,105,105,21,66,763,0,63,332
SECUR COMMUN NETW,2008,WOS.SCI,0,3,6,6,0,0,18,0,0,14
SECUR COMMUN NETW,2009,WOS.SCI,1,3,5,5,0,0,10,0,1,15
SECUR COMMUN NETW,2010,WOS.SCI,7,7,13,13,0,1,23,0,4,37
SECUR COMMUN NETW,2011,WOS.SCI,25,30,59,59,9,12,178,1,1,172
SECUR COMMUN NETW,2012,WOS.SCI,32,46,92,92,0,6,302,3,8,287
SECUR COMMUN NETW,2013,WOS.SCI,80,52,105,105,6,19,502,2,35,297
J MORAL EDUC,2008,WOS.SSCI,2,4,4,4,2,2,7,1,0,7
J MORAL EDUC,2009,WOS.SSCI,25,13,13,13,19,19,43,0,19,26
J MORAL EDUC,2010,WOS.SSCI,14,18,18,18,3,3,41,1,12,39
J MORAL EDUC,2011,WOS.SSCI,23,20,20,20,7,7,42,1,13,31
J MORAL EDUC,2012,WOS.SSCI,39,21,21,21,8,8,51,0,17,43
J MORAL EDUC,2013,WOS.SSCI,41,14,27,27,2,6,122,0,6,46
NAUTILUS,2008,WOS.SCI,1,0,7,7,0,1,9,2,0,13
NAUTILUS,2009,WOS.SCI,12,3,18,18,1,6,27,0,4,50
NAUTILUS,2010,WOS.SCI,11,4,11,11,0,0,19,0,6,27
NAUTILUS,2011,WOS.SCI,23,7,19,19,2,2,47,0,13,38
NAUTILUS,2012,WOS.SCI,29,3,15,15,0,5,36,0,6,36
NAUTILUS,2013,WOS.SCI,28,8,17,17,1,2,56,0,2,32
CURR OPIN RHEUMATOL,2008,WOS.SCI,20,7,45,45,0,0,171,45,0,100
CURR OPIN RHEUMATOL,2009,WOS.SCI,206,39,88,88,0,6,1230,85,67,190
CURR OPIN RHEUMATOL,2010,WOS.SCI,646,51,99,99,15,28,2026,95,271,205
CURR OPIN RHEUMATOL,2011,WOS.SCI,1102,49,93,93,20,35,2119,88,424,194
CURR OPIN RHEUMATOL,2012,WOS.SCI,1568,46,92,92,20,39,2428,89,500,206
CURR OPIN RHEUMATOL,2013,WOS.SCI,1794,51,98,98,26,38,3200,96,440,224
