journal,year,edition,referenced num this year,published num in the first 6 months,published num this year,num of paper,num of self_scitation in the first 6 months,num of self_scitation,num of reference this year,review doctype num,something,num authors
SEMIN RESP CRIT CARE,2010,WOS.SCI,216,34,71,71,0,1,923,71,110,168
SEMIN RESP CRIT CARE,2011,WOS.SCI,413,34,70,70,0,5,2022,69,167,165
SEMIN RESP CRIT CARE,2012,WOS.SCI,631,34,69,69,16,19,1851,68,185,168
SEMIN RESP CRIT CARE,2013,WOS.SCI,855,39,77,77,11,18,2994,76,221,199
ARCHIV MOLLUSKENKD,2008,,0,0,0,0,0,0,0,0,0,0
ARCHIV MOLLUSKENKD,2009,WOS.SCI,2,0,3,3,0,2,5,0,0,5
ARCHIV MOLLUSKENKD,2010,WOS.SCI,2,2,4,4,2,2,7,0,2,12
ARCHIV MOLLUSKENKD,2011,,2,0,0,0,0,0,0,0,2,0
ARCHIV MOLLUSKENKD,2012,,2,0,0,0,0,0,0,0,2,0
ARCHIV MOLLUSKENKD,2013,,1,0,0,0,0,0,0,0,0,0
IEEE GEOSCI REMOTE S,2008,WOS.SCI,0,0,15,15,0,0,17,0,0,40
IEEE GEOSCI REMOTE S,2009,WOS.SCI,26,32,88,88,0,10,165,0,1,260
IEEE GEOSCI REMOTE S,2010,WOS.SCI,142,50,131,131,5,21,296,0,49,441
IEEE GEOSCI REMOTE S,2011,WOS.SCI,339,97,206,206,23,69,696,0,110,693
IEEE GEOSCI REMOTE S,2012,WOS.SCI,706,102,217,217,25,72,897,0,214,739
IEEE GEOSCI REMOTE S,2013,WOS.SCI,1214,124,310,310,56,152,1425,0,358,1045
T JPN SOC AERONAUT S,2008,WOS.SCI,0,1,1,1,0,0,1,0,0,2
T JPN SOC AERONAUT S,2009,WOS.SCI,1,2,6,6,0,0,6,0,1,23
T JPN SOC AERONAUT S,2010,WOS.SCI,2,7,18,18,0,0,27,0,0,55
T JPN SOC AERONAUT S,2011,WOS.SCI,5,7,17,17,1,1,23,0,2,61
T JPN SOC AERONAUT S,2012,WOS.SCI,22,15,25,25,3,4,48,0,4,61
T JPN SOC AERONAUT S,2013,WOS.SCI,17,16,30,30,3,4,88,0,7,98
J ATHEROSCLER THROMB,2008,WOS.SCI,0,1,6,6,0,0,9,2,0,34
J ATHEROSCLER THROMB,2009,WOS.SCI,26,46,93,93,2,6,244,5,10,786
J ATHEROSCLER THROMB,2010,WOS.SCI,244,140,140,140,51,51,716,8,92,928
J ATHEROSCLER THROMB,2011,WOS.SCI,671,132,132,132,118,118,952,13,334,905
J ATHEROSCLER THROMB,2012,WOS.SCI,1043,123,123,123,157,157,1302,9,466,837
J ATHEROSCLER THROMB,2013,WOS.SCI,1359,87,87,87,155,155,1193,9,357,620
CHINESE EDUC SOC,2008,,0,0,0,0,0,0,0,0,0,0
CHINESE EDUC SOC,2009,WOS.SSCI,0,1,1,1,0,0,1,0,0,2
CHINESE EDUC SOC,2010,,0,0,0,0,0,0,0,0,0,0
CHINESE EDUC SOC,2011,,0,0,0,0,0,0,0,0,0,0
CHINESE EDUC SOC,2012,,0,0,0,0,0,0,0,0,0,0
CHINESE EDUC SOC,2013,,1,0,0,0,0,0,0,0,0,0
SEX TRANSM DIS,2008,WOS.SCI,10,11,42,42,0,8,73,5,0,135
SEX TRANSM DIS,2009,WOS.SCI,73,51,106,106,3,10,270,5,17,523
SEX TRANSM DIS,2010,WOS.SCI,392,72,136,136,15,54,634,1,141,706
SEX TRANSM DIS,2011,WOS.SCI,809,106,209,209,52,155,1271,2,270,985
SEX TRANSM DIS,2012,WOS.SCI,1185,95,185,185,94,185,1398,8,362,964
SEX TRANSM DIS,2013,WOS.SCI,1811,106,198,198,151,267,1628,7,437,887
ACM T INTEL SYST TEC,2008,,0,0,0,0,0,0,0,0,0,0
ACM T INTEL SYST TEC,2009,,0,0,0,0,0,0,0,0,0,0
ACM T INTEL SYST TEC,2010,WOS.SCI,0,4,5,5,0,0,11,0,0,14
ACM T INTEL SYST TEC,2011,WOS.SCI,12,27,27,27,0,0,77,0,0,106
ACM T INTEL SYST TEC,2012,WOS.SCI,98,52,52,52,2,2,174,1,44,220
ACM T INTEL SYST TEC,2013,WOS.SCI,227,38,69,69,2,3,250,0,102,242
J SEP SCI,2008,WOS.SCI,18,28,137,137,1,6,300,20,0,534
J SEP SCI,2009,WOS.SCI,399,184,409,409,35,90,1791,33,130,1549
J SEP SCI,2010,WOS.SCI,1463,208,433,433,120,210,3085,25,727,1813
J SEP SCI,2011,WOS.SCI,2737,178,442,442,130,394,4685,20,1117,1798
J SEP SCI,2012,WOS.SCI,3897,190,431,431,166,412,5492,21,1083,1878
J SEP SCI,2013,WOS.SCI,5079,248,485,485,293,871,7397,16,1109,2077
ADV ORGANOMET CHEM,2008,WOS.SCI,3,3,3,3,0,0,4,3,0,10
ADV ORGANOMET CHEM,2009,,17,0,0,0,0,0,0,0,11,0
ADV ORGANOMET CHEM,2010,WOS.SCI,42,2,2,2,0,0,49,2,30,4
ADV ORGANOMET CHEM,2011,WOS.SCI,61,2,2,2,1,1,101,2,12,1
ADV ORGANOMET CHEM,2012,WOS.SCI,63,3,3,3,0,0,88,3,16,8
ADV ORGANOMET CHEM,2013,WOS.SCI,89,3,3,3,2,2,474,3,8,6
ELECTROCHEM COMMUN,2008,WOS.SCI,40,27,180,180,0,12,365,0,0,746
ELECTROCHEM COMMUN,2009,WOS.SCI,838,282,507,507,74,150,1932,0,270,1953
ELECTROCHEM COMMUN,2010,WOS.SCI,3226,207,441,441,85,226,2606,0,1510,1864
ELECTROCHEM COMMUN,2011,WOS.SCI,6038,173,404,404,123,295,3217,0,2626,1666
ELECTROCHEM COMMUN,2012,WOS.SCI,7943,175,406,406,147,345,3847,0,2154,1754
ELECTROCHEM COMMUN,2013,WOS.SCI,10281,194,425,425,175,383,4528,1,2075,1837
EDUC ASSESS EVAL ACC,2008,,0,0,0,0,0,0,0,0,0,0
EDUC ASSESS EVAL ACC,2009,WOS.SSCI,0,3,6,6,0,0,8,0,0,13
EDUC ASSESS EVAL ACC,2010,WOS.SSCI,5,5,12,12,0,0,19,0,2,26
EDUC ASSESS EVAL ACC,2011,WOS.SSCI,5,5,10,10,0,2,43,0,1,19
EDUC ASSESS EVAL ACC,2012,WOS.SSCI,8,7,13,13,1,1,46,0,1,34
EDUC ASSESS EVAL ACC,2013,WOS.SSCI,15,6,16,16,0,0,79,0,1,46
LINGUIST REV,2008,WOS.SSCI,3,3,3,3,2,2,5,0,0,3
LINGUIST REV,2009,WOS.SSCI,4,5,5,5,0,0,7,0,0,7
LINGUIST REV,2010,WOS.SSCI,2,11,11,11,0,0,19,0,1,16
LINGUIST REV,2011,WOS.SSCI,9,10,12,12,0,0,30,0,6,17
LINGUIST REV,2012,WOS.SSCI,20,12,16,16,1,1,32,0,6,28
LINGUIST REV,2013,WOS.SSCI,33,9,15,15,2,3,48,0,4,20
APPL RHEOL,2008,WOS.SCI,4,8,8,8,4,4,15,0,0,19
APPL RHEOL,2009,WOS.SCI,14,22,22,22,8,8,50,0,7,78
APPL RHEOL,2010,WOS.SCI,25,24,24,24,11,11,94,1,14,108
APPL RHEOL,2011,WOS.SCI,59,28,28,28,23,23,97,0,22,86
APPL RHEOL,2012,WOS.SCI,103,30,30,30,66,66,205,0,38,76
APPL RHEOL,2013,WOS.SCI,144,30,30,30,89,89,258,0,50,84
INT J AGING HUM DEV,2008,WOS.SSCI,0,2,2,2,0,0,2,0,0,3
INT J AGING HUM DEV,2009,WOS.SSCI,2,14,14,14,1,1,16,0,0,42
INT J AGING HUM DEV,2010,WOS.SSCI,9,20,20,20,1,1,38,0,5,55
INT J AGING HUM DEV,2011,WOS.SSCI,27,35,35,35,4,4,176,0,12,126
INT J AGING HUM DEV,2012,WOS.SSCI,65,33,33,33,11,11,216,0,21,91
INT J AGING HUM DEV,2013,WOS.SSCI,89,30,30,30,9,9,202,1,23,88
DENT MATER J,2008,WOS.SCI,0,1,11,11,0,0,13,0,0,57
DENT MATER J,2009,WOS.SCI,11,20,47,47,2,5,101,0,2,214
DENT MATER J,2010,WOS.SCI,57,33,75,75,4,16,222,4,22,330
DENT MATER J,2011,WOS.SCI,184,47,102,102,9,45,558,2,59,438
DENT MATER J,2012,WOS.SCI,304,59,139,139,32,66,859,1,86,596
DENT MATER J,2013,WOS.SCI,495,69,134,134,35,80,1131,0,93,591
AFR J PSYCHIATRY,2008,,0,0,0,0,0,0,0,0,0,0
AFR J PSYCHIATRY,2009,WOS.SCI,1,6,12,12,0,1,36,3,0,27
AFR J PSYCHIATRY,2010,WOS.SCI,9,8,29,29,0,2,78,2,2,94
AFR J PSYCHIATRY,2011,WOS.SCI,40,18,45,45,7,14,217,8,14,153
AFR J PSYCHIATRY,2012,WOS.SCI,84,24,50,50,11,32,365,17,25,86
AFR J PSYCHIATRY,2013,WOS.SCI,86,26,45,45,3,4,238,2,17,123
IEEE SENS J,2008,WOS.SCI,4,8,26,26,0,2,29,0,0,99
IEEE SENS J,2009,WOS.SCI,43,26,128,128,1,3,276,0,13,535
IEEE SENS J,2010,WOS.SCI,147,97,175,175,5,10,535,2,51,682
IEEE SENS J,2011,WOS.SCI,480,156,371,371,21,67,1712,1,183,1369
IEEE SENS J,2012,WOS.SCI,970,281,419,419,78,136,2092,5,338,1586
IEEE SENS J,2013,WOS.SCI,1960,289,577,577,164,347,3929,4,605,2235
BIOL CHEM,2008,WOS.SCI,32,21,61,61,1,22,179,15,0,255
BIOL CHEM,2009,WOS.SCI,285,43,125,125,9,51,898,25,84,544
BIOL CHEM,2010,WOS.SCI,737,68,141,141,56,86,1432,35,298,673
BIOL CHEM,2011,WOS.SCI,1098,69,119,119,25,51,1505,30,397,571
BIOL CHEM,2012,WOS.SCI,1364,54,137,137,62,92,2979,52,365,646
BIOL CHEM,2013,WOS.SCI,1720,72,144,144,39,63,3627,74,296,642
CONTINUITY CHANGE,2008,,0,0,0,0,0,0,0,0,0,0
CONTINUITY CHANGE,2009,WOS.SSCI,0,3,6,6,0,0,6,0,0,8
CONTINUITY CHANGE,2010,WOS.SSCI,3,1,5,5,0,0,7,0,2,10
CONTINUITY CHANGE,2011,WOS.SSCI,4,2,5,5,0,0,7,0,1,7
CONTINUITY CHANGE,2012,WOS.SSCI,8,3,12,12,0,3,42,0,0,23
CONTINUITY CHANGE,2013,WOS.SSCI,15,4,10,10,1,2,23,0,7,16
FASEB J,2008,WOS.SCI,22,4,88,88,0,0,161,5,0,575
FASEB J,2009,WOS.SCI,812,171,388,388,8,26,1720,13,147,2522
FASEB J,2010,WOS.SCI,3003,203,474,474,30,70,3986,17,1300,3294
FASEB J,2011,WOS.SCI,5253,205,426,426,57,108,5519,22,2162,2931
FASEB J,2012,WOS.SCI,7911,260,489,489,69,173,7696,14,2350,3579
FASEB J,2013,WOS.SCI,10538,233,477,477,95,208,8784,12,2139,3529
PRAX KINDERPSYCHOL K,2008,WOS.SSCI,10,13,13,13,10,10,35,3,0,20
PRAX KINDERPSYCHOL K,2009,WOS.SSCI,32,29,29,29,27,27,79,4,4,51
PRAX KINDERPSYCHOL K,2010,WOS.SSCI,58,41,41,41,36,36,198,9,22,93
PRAX KINDERPSYCHOL K,2011,WOS.SSCI,66,37,37,37,25,25,265,6,29,91
PRAX KINDERPSYCHOL K,2012,WOS.SSCI,57,40,40,40,28,28,284,10,19,105
PRAX KINDERPSYCHOL K,2013,WOS.SSCI,115,40,40,40,48,48,271,8,47,110
PSYCHOTHERAPEUT,2008,WOS.SSCI,1,1,10,10,0,1,16,2,0,27
PSYCHOTHERAPEUT,2009,WOS.SSCI,7,8,21,21,1,4,45,5,2,57
PSYCHOTHERAPEUT,2010,WOS.SSCI,40,19,44,44,0,17,144,4,3,127
PSYCHOTHERAPEUT,2011,WOS.SSCI,36,18,44,44,3,11,267,3,17,95
PSYCHOTHERAPEUT,2012,WOS.SSCI,82,25,51,51,6,19,349,7,28,155
PSYCHOTHERAPEUT,2013,WOS.SSCI,92,29,56,56,17,29,377,6,27,140
COMPEL,2008,WOS.SCI,1,3,3,3,0,0,3,0,0,11
COMPEL,2009,WOS.SCI,5,40,40,40,0,0,62,0,1,119
COMPEL,2010,WOS.SCI,26,52,52,52,2,2,84,0,13,178
COMPEL,2011,WOS.SCI,32,76,76,76,5,5,200,0,14,220
COMPEL,2012,WOS.SCI,64,108,108,108,10,10,317,0,22,309
COMPEL,2013,WOS.SCI,94,111,111,111,13,13,488,1,39,343
J SEX MARITAL THER,2008,WOS.SSCI,0,3,3,3,0,0,4,0,0,4
J SEX MARITAL THER,2009,WOS.SSCI,0,10,10,10,0,0,24,1,0,24
J SEX MARITAL THER,2010,WOS.SSCI,27,22,22,22,5,5,77,0,13,67
J SEX MARITAL THER,2011,WOS.SSCI,44,28,28,28,9,9,157,0,24,105
J SEX MARITAL THER,2012,WOS.SSCI,86,23,23,23,4,4,179,2,28,96
J SEX MARITAL THER,2013,WOS.SSCI,152,20,38,38,7,14,246,2,29,113
J APPL BEHAV ANAL,2008,WOS.SSCI,4,3,8,8,1,3,27,0,0,25
J APPL BEHAV ANAL,2009,WOS.SSCI,13,11,33,33,3,10,50,1,3,100
J APPL BEHAV ANAL,2010,WOS.SSCI,53,36,79,79,11,34,126,3,16,230
J APPL BEHAV ANAL,2011,WOS.SSCI,132,28,75,75,25,68,206,5,41,221
J APPL BEHAV ANAL,2012,WOS.SSCI,202,35,72,72,28,64,184,3,72,234
J APPL BEHAV ANAL,2013,WOS.SSCI,404,46,76,76,93,127,347,2,91,214
RIV NUOVO CIMENTO,2008,WOS.SCI,2,6,6,6,0,0,23,3,0,17
RIV NUOVO CIMENTO,2009,WOS.SCI,15,6,6,6,0,0,72,4,8,14
RIV NUOVO CIMENTO,2010,WOS.SCI,30,8,8,8,1,1,150,0,12,25
RIV NUOVO CIMENTO,2011,WOS.SCI,50,11,11,11,0,0,162,0,6,29
RIV NUOVO CIMENTO,2012,WOS.SCI,114,11,11,11,0,0,316,0,29,29
RIV NUOVO CIMENTO,2013,WOS.SCI,113,12,12,12,0,0,499,0,34,34
HORTIC BRAS,2008,WOS.SCI,1,1,1,1,0,0,1,0,0,3
HORTIC BRAS,2009,WOS.SCI,0,7,19,19,0,0,25,0,0,94
HORTIC BRAS,2010,WOS.SCI,2,15,28,28,1,1,44,0,1,134
HORTIC BRAS,2011,WOS.SCI,13,28,64,64,2,3,124,0,3,273
HORTIC BRAS,2012,WOS.SCI,47,41,94,94,9,20,253,0,22,384
HORTIC BRAS,2013,WOS.SCI,72,42,87,87,13,22,249,0,24,391
CSH PERSPECT BIOL,2008,,0,0,0,0,0,0,0,0,0,0
CSH PERSPECT BIOL,2009,WOS.SCI,74,0,61,61,0,69,882,0,0,120
CSH PERSPECT BIOL,2010,WOS.SCI,405,87,162,162,68,102,3445,0,83,382
CSH PERSPECT BIOL,2011,WOS.SCI,2163,68,142,142,51,128,4880,0,922,311
CSH PERSPECT BIOL,2012,WOS.SCI,3614,75,173,173,51,144,7125,0,1332,319
CSH PERSPECT BIOL,2013,WOS.SCI,4452,81,155,155,54,122,7632,0,818,343
J CRIM JUST,2008,WOS.SSCI,0,0,2,2,0,0,2,1,0,6
J CRIM JUST,2009,WOS.SSCI,4,7,25,25,0,0,42,1,0,62
J CRIM JUST,2010,WOS.SSCI,40,19,93,93,1,28,365,2,6,198
J CRIM JUST,2011,WOS.SSCI,190,32,57,57,53,108,674,2,78,157
J CRIM JUST,2012,WOS.SSCI,237,27,52,52,51,87,598,3,90,113
J CRIM JUST,2013,WOS.SSCI,453,24,56,56,24,114,662,1,108,140
CURR OPIN ONCOL,2008,WOS.SCI,12,7,46,46,0,0,208,45,0,107
CURR OPIN ONCOL,2009,WOS.SCI,205,42,85,85,0,3,1122,81,73,211
CURR OPIN ONCOL,2010,WOS.SCI,589,38,89,89,4,12,1749,85,270,207
CURR OPIN ONCOL,2011,WOS.SCI,877,45,99,99,5,10,2274,96,313,228
CURR OPIN ONCOL,2012,WOS.SCI,1287,52,106,106,5,12,2681,101,362,252
CURR OPIN ONCOL,2013,WOS.SCI,1544,46,97,97,8,16,2726,92,388,251
CLIN BIOMECH,2008,WOS.SCI,3,3,18,18,0,0,24,1,0,76
CLIN BIOMECH,2009,WOS.SCI,47,41,92,92,2,12,226,4,8,352
CLIN BIOMECH,2010,WOS.SCI,227,62,137,137,5,24,551,1,82,600
CLIN BIOMECH,2011,WOS.SCI,518,79,148,148,29,45,862,6,211,642
CLIN BIOMECH,2012,WOS.SCI,912,78,168,168,29,78,1174,3,260,737
CLIN BIOMECH,2013,WOS.SCI,1351,93,162,162,58,109,1455,5,255,768
SCI PROGRAMMING-NETH,2008,WOS.SCI,0,1,1,1,0,0,1,0,0,5
SCI PROGRAMMING-NETH,2009,WOS.SCI,0,8,8,8,0,0,14,0,0,24
SCI PROGRAMMING-NETH,2010,WOS.SCI,2,8,8,8,0,0,22,0,1,37
SCI PROGRAMMING-NETH,2011,WOS.SCI,18,12,12,12,7,7,37,0,5,45
SCI PROGRAMMING-NETH,2012,WOS.SCI,25,17,17,17,6,6,65,0,10,61
SCI PROGRAMMING-NETH,2013,WOS.SCI,33,8,8,8,0,0,29,0,3,39
MABS,2008,,0,0,0,0,0,0,0,0,0,0
MABS,2009,WOS.SCI,7,25,45,45,0,0,242,17,0,214
MABS,2010,,74,0,0,0,0,0,0,0,28,0
MABS,2011,,151,0,0,0,0,0,0,0,76,0
MABS,2012,,170,0,0,0,0,0,0,0,0,0
MABS,2013,,162,0,0,0,0,0,0,0,0,0
NAT REV NEPHROL,2008,,0,0,0,0,0,0,0,0,0,0
NAT REV NEPHROL,2009,WOS.SCI,22,30,92,92,0,1,694,37,0,217
NAT REV NEPHROL,2010,WOS.SCI,281,62,115,115,8,22,1669,52,102,236
NAT REV NEPHROL,2011,WOS.SCI,825,56,110,110,11,28,2168,51,390,263
NAT REV NEPHROL,2012,WOS.SCI,1315,63,124,124,18,36,2634,53,492,277
NAT REV NEPHROL,2013,WOS.SCI,1860,60,136,136,15,44,3021,49,515,280
BEHAV NEUROSCI,2008,WOS.SCI,6,10,41,41,0,2,68,4,0,151
BEHAV NEUROSCI,2009,WOS.SCI,129,60,121,121,4,11,433,3,35,427
BEHAV NEUROSCI,2010,WOS.SCI,378,47,90,90,9,27,670,2,163,291
BEHAV NEUROSCI,2011,WOS.SCI,661,46,99,99,21,42,1100,2,250,322
BEHAV NEUROSCI,2012,WOS.SCI,1023,48,85,85,32,57,1281,2,221,286
BEHAV NEUROSCI,2013,WOS.SCI,1297,49,91,91,43,72,1466,1,264,337
AM J CLIN ONCOL-CANC,2008,WOS.SCI,0,1,3,3,0,0,3,1,0,20
AM J CLIN ONCOL-CANC,2009,WOS.SCI,10,15,39,39,0,0,78,7,2,227
AM J CLIN ONCOL-CANC,2010,WOS.SCI,67,44,95,95,0,2,346,12,20,589
AM J CLIN ONCOL-CANC,2011,WOS.SCI,277,49,90,90,2,5,448,12,100,586
AM J CLIN ONCOL-CANC,2012,WOS.SCI,471,50,101,101,4,4,673,13,182,665
AM J CLIN ONCOL-CANC,2013,WOS.SCI,663,55,112,112,4,12,864,15,176,749
WASTE MANAGE,2008,WOS.SCI,2,3,9,9,0,0,9,0,0,28
WASTE MANAGE,2009,WOS.SCI,63,76,165,165,4,16,399,5,10,594
WASTE MANAGE,2010,WOS.SCI,417,100,248,248,36,91,1171,8,170,851
WASTE MANAGE,2011,WOS.SCI,1047,143,271,271,120,231,1778,11,495,954
WASTE MANAGE,2012,WOS.SCI,1833,139,264,264,158,336,2342,13,592,904
WASTE MANAGE,2013,WOS.SCI,3052,170,304,304,285,526,3105,23,728,1091
CURR HIV RES,2008,WOS.SCI,2,2,22,22,0,1,40,6,0,123
CURR HIV RES,2009,WOS.SCI,71,38,73,73,2,5,319,20,21,433
CURR HIV RES,2010,WOS.SCI,207,36,73,73,3,6,809,4,94,428
CURR HIV RES,2011,WOS.SCI,322,38,77,77,6,18,1213,0,133,438
CURR HIV RES,2012,WOS.SCI,511,49,91,91,4,13,1823,2,133,449
CURR HIV RES,2013,WOS.SCI,627,37,62,62,9,19,1867,1,152,288
MITT KLOSTERNEUBG,2008,,0,0,0,0,0,0,0,0,0,0
MITT KLOSTERNEUBG,2009,WOS.SCI,0,9,9,9,0,0,16,0,0,27
MITT KLOSTERNEUBG,2010,WOS.SCI,2,5,5,5,1,1,12,0,2,30
MITT KLOSTERNEUBG,2011,,6,0,0,0,0,0,0,0,6,0
MITT KLOSTERNEUBG,2012,,2,0,0,0,0,0,0,0,0,0
MITT KLOSTERNEUBG,2013,,3,0,0,0,0,0,0,0,0,0
SYST ENTOMOL,2008,WOS.SCI,8,5,7,7,4,4,12,0,0,16
SYST ENTOMOL,2009,WOS.SCI,56,20,30,30,4,7,87,2,15,85
SYST ENTOMOL,2010,WOS.SCI,133,21,43,43,6,13,165,6,60,121
SYST ENTOMOL,2011,WOS.SCI,299,25,49,49,24,43,390,3,136,152
SYST ENTOMOL,2012,WOS.SCI,428,26,45,45,25,42,482,3,140,146
SYST ENTOMOL,2013,WOS.SCI,537,27,50,50,27,52,656,4,118,204
CELL RES,2008,WOS.SCI,56,13,44,44,2,6,111,15,0,214
CELL RES,2009,WOS.SCI,487,57,122,122,3,14,679,18,135,599
CELL RES,2010,WOS.SCI,1184,77,156,156,5,33,1335,15,517,856
CELL RES,2011,WOS.SCI,2261,93,181,181,22,55,2782,30,747,1114
CELL RES,2012,WOS.SCI,3818,108,191,191,58,80,3004,12,1088,1196
CELL RES,2013,WOS.SCI,4940,104,188,188,60,93,3083,9,1241,1144
INDIAN J AGR SCI,2008,WOS.SCI,0,0,7,7,0,0,7,0,0,18
INDIAN J AGR SCI,2009,WOS.SCI,1,11,37,37,0,1,53,0,0,129
INDIAN J AGR SCI,2010,WOS.SCI,11,42,79,79,4,5,130,2,7,268
INDIAN J AGR SCI,2011,WOS.SCI,41,47,115,115,4,16,263,5,14,387
INDIAN J AGR SCI,2012,WOS.SCI,49,72,72,72,12,12,169,1,12,271
INDIAN J AGR SCI,2013,,77,0,0,0,0,0,0,0,23,0
ACM T SENSOR NETWORK,2008,,0,0,0,0,0,0,0,0,0,0
ACM T SENSOR NETWORK,2009,WOS.SCI,0,1,4,4,0,0,5,0,0,11
ACM T SENSOR NETWORK,2010,WOS.SCI,2,7,19,19,0,0,28,0,0,77
ACM T SENSOR NETWORK,2011,WOS.SCI,11,5,11,11,0,0,31,0,9,36
ACM T SENSOR NETWORK,2012,WOS.SCI,21,11,26,26,1,1,97,0,12,100
ACM T SENSOR NETWORK,2013,WOS.SCI,40,24,56,56,1,2,232,0,7,224
AM J TRANSPLANT,2008,WOS.SCI,24,18,117,117,0,4,196,12,0,690
AM J TRANSPLANT,2009,WOS.SCI,600,151,350,350,29,106,1350,28,135,1979
AM J TRANSPLANT,2010,WOS.SCI,2406,209,392,392,183,380,2114,17,909,2176
AM J TRANSPLANT,2011,WOS.SCI,4332,210,409,409,261,564,3166,20,1684,2398
AM J TRANSPLANT,2012,WOS.SCI,6127,230,460,460,411,814,4869,31,1681,2873
AM J TRANSPLANT,2013,WOS.SCI,7917,273,500,500,603,1079,6556,12,1807,2858
ETHICAL PERSPECT,2008,,0,0,0,0,0,0,0,0,0,0
ETHICAL PERSPECT,2009,WOS.SSCI,0,2,4,4,0,0,7,0,0,7
ETHICAL PERSPECT,2010,WOS.SSCI,1,6,11,11,1,1,14,0,0,16
ETHICAL PERSPECT,2011,WOS.SSCI,1,3,8,8,0,0,17,0,1,8
ETHICAL PERSPECT,2012,WOS.SSCI,5,13,24,24,3,3,60,0,2,26
ETHICAL PERSPECT,2013,WOS.SSCI,6,11,15,15,0,0,37,0,0,16
PLAST RECONSTR SURG,2008,WOS.SCI,3,19,78,78,0,1,94,2,0,223
PLAST RECONSTR SURG,2009,WOS.SCI,148,154,410,410,21,76,830,7,24,1086
PLAST RECONSTR SURG,2010,WOS.SCI,748,209,596,596,68,282,2051,18,226,1652
PLAST RECONSTR SURG,2011,WOS.SCI,2041,413,746,746,312,709,3692,13,778,2229
PLAST RECONSTR SURG,2012,WOS.SCI,3597,392,801,801,414,1069,4633,16,1134,2305
PLAST RECONSTR SURG,2013,WOS.SCI,4997,365,768,768,569,1329,5877,14,1174,2364
PUBLIC HEALTH GENOMI,2008,,0,0,0,0,0,0,0,0,0,0
PUBLIC HEALTH GENOMI,2009,WOS.SCI,28,24,24,24,15,15,134,5,0,73
PUBLIC HEALTH GENOMI,2010,WOS.SCI,101,17,17,17,4,4,104,3,41,78
PUBLIC HEALTH GENOMI,2011,,122,0,0,0,0,0,0,0,73,0
PUBLIC HEALTH GENOMI,2012,,132,0,0,0,0,0,0,0,34,0
PUBLIC HEALTH GENOMI,2013,,109,0,0,0,0,0,0,0,0,0
MOL ENDOCRINOL,2008,WOS.SCI,42,10,61,61,0,5,152,10,0,329
MOL ENDOCRINOL,2009,WOS.SCI,435,75,168,168,13,26,838,14,127,974
MOL ENDOCRINOL,2010,WOS.SCI,1215,104,188,188,47,85,1790,14,532,1113
MOL ENDOCRINOL,2011,WOS.SCI,2042,89,175,175,61,101,2211,7,758,1029
MOL ENDOCRINOL,2012,WOS.SCI,2980,84,169,169,48,111,2760,11,783,1102
MOL ENDOCRINOL,2013,WOS.SCI,3613,76,157,157,89,179,3439,15,674,1026
ORGAN SCI,2008,WOS.SSCI,1,2,5,5,1,1,11,2,0,13
ORGAN SCI,2009,WOS.SSCI,80,24,40,40,45,59,150,15,11,88
ORGAN SCI,2010,WOS.SSCI,164,34,56,56,1,30,172,4,55,124
ORGAN SCI,2011,WOS.SSCI,536,44,97,97,44,141,600,0,205,205
ORGAN SCI,2012,WOS.SSCI,939,53,100,100,57,121,682,0,248,226
ORGAN SCI,2013,WOS.SSCI,1415,51,94,94,57,105,931,0,300,211
SERV IND J,2008,WOS.SSCI,0,2,2,2,0,0,2,0,0,6
SERV IND J,2009,WOS.SSCI,6,15,15,15,5,5,32,1,1,33
SERV IND J,2010,WOS.SSCI,15,71,71,71,5,5,202,0,10,153
SERV IND J,2011,WOS.SSCI,324,122,122,122,92,92,641,0,183,260
SERV IND J,2012,WOS.SSCI,196,132,141,141,88,94,1290,1,116,342
SERV IND J,2013,WOS.SSCI,241,42,91,91,16,44,1255,2,81,224
J PLANT BIOL,2008,WOS.SCI,0,0,11,11,0,0,25,1,0,43
J PLANT BIOL,2009,WOS.SCI,15,26,58,58,1,4,215,12,2,259
J PLANT BIOL,2010,WOS.SCI,70,21,42,42,2,4,142,4,29,212
J PLANT BIOL,2011,WOS.SCI,115,24,44,44,5,9,376,10,60,220
J PLANT BIOL,2012,WOS.SCI,180,27,54,54,6,13,498,5,41,264
J PLANT BIOL,2013,WOS.SCI,276,23,48,48,6,9,759,12,63,227
NIPPON SUISAN GAKK,2008,WOS.SCI,0,7,10,10,0,0,12,0,0,21
NIPPON SUISAN GAKK,2009,WOS.SCI,3,11,28,28,0,0,61,0,0,77
NIPPON SUISAN GAKK,2010,WOS.SCI,3,11,37,37,0,0,96,1,1,122
NIPPON SUISAN GAKK,2011,WOS.SCI,11,23,53,53,0,0,134,0,3,181
NIPPON SUISAN GAKK,2012,WOS.SCI,19,30,62,62,0,0,140,0,8,180
NIPPON SUISAN GAKK,2013,WOS.SCI,39,23,58,58,0,0,190,0,10,272
ELECTRON RES ANNOUNC,2008,WOS.SCI,1,2,2,2,0,0,3,0,0,7
ELECTRON RES ANNOUNC,2009,WOS.SCI,2,5,5,5,0,0,11,0,1,11
ELECTRON RES ANNOUNC,2010,WOS.SCI,7,12,12,12,0,0,36,0,3,26
ELECTRON RES ANNOUNC,2011,WOS.SCI,11,8,8,8,0,0,24,0,4,18
